gvfs-daemons	1.54.4-0ubuntu1~24.04.2	520	optional	libs	userspace virtual filesystem - servers
gvfs-libs	1.54.4-0ubuntu1~24.04.2	432	optional	libs	userspace virtual filesystem - private libraries
gzip	1.12-1ubuntu3.2	244	required	utils	GNU compression utilities
hdparm	9.65+ds-1build1	236	optional	admin	tune hard disk parameters for high performance
heif-gdk-pixbuf	1.17.6-1ubuntu4.6	39	optional	graphics	ISO/IEC 23008-12:2017 HEIF file format decoder - gdk-pixbuf loader
heif-thumbnailer	1.17.6-1ubuntu4.6	52	optional	graphics	ISO/IEC 23008-12:2017 HEIF file format decoder - thumbnailer
hicolor-icon-theme	0.17-2	440	optional	misc	default fallback theme for FreeDesktop.org icon themes
hostname	3.23+nmu2ubuntu2	46	required	admin	utility to set/show the host name or domain name
htop	3.3.0-4build1	424	optional	utils	interactive processes viewer
humanity-icon-theme	0.6.16	20660	optional	gnome	Humanity Icon theme
hunspell-en-us	1:2020.12.07-2	878	standard	text	English_american dictionary for hunspell
hunspell-ru	1:24.2.1-1	6135	optional	text	Russian dictionary for hunspell
hwdata	0.379-1	77	optional	misc	hardware identification / configuration data
hyphen-ru	20030310-1ubuntu3	73	optional	text	Russian hyphenation patterns for LibreOffice/OpenOffice.org
ibverbs-providers	50.0-2ubuntu0.2	1268	optional	net	User space provider drivers for libibverbs
icu-devtools	74.2-1ubuntu3.1	708	optional	libdevel	Development utilities for International Components for Unicode
ieee-data	20220827.1	13386	optional	net	OUI and IAB listings
inetutils-telnet	2:2.5-3ubuntu4.2	241	standard	net	telnet client
info	7.1-3build2	436	important	doc	Standalone GNU Info documentation browser
init	1.66ubuntu1	17	important	metapackages	metapackage ensuring an init system is installed
init-system-helpers	1.66ubuntu1	130	required	admin	helper tools for all init systems
initramfs-tools	0.142ubuntu25.8	68	optional	utils	generic modular initramfs generator (automation)
initramfs-tools-bin	0.142ubuntu25.8	56	optional	utils	binaries used by initramfs-tools
initramfs-tools-core	0.142ubuntu25.8	207	optional	utils	generic modular initramfs generator (core tools)
install-info	7.1-3build2	212	important	doc	Manage installed documentation in info format
intel-microcode	3.20260210.0ubuntu0.24.04.1	20951	standard	non-free-firmware/admin	Processor microcode firmware for Intel CPUs
iproute2	6.1.0-1ubuntu6.4	3033	important	net	networking and traffic control tools
iptables	1.8.10-3ubuntu2	2420	optional	net	administration tools for packet filtering and NAT
iputils-ping	3:20240117-1ubuntu0.1	121	important	net	Tools to test the reachability of network hosts
iputils-tracepath	3:20240117-1ubuntu0.1	43	optional	net	Tools to trace the network path to a remote host
ipxe-qemu	1.21.1+git-20220113.fbbdc3926-0ubuntu2	4862	optional	admin	PXE boot firmware - ROM images for qemu
ipxe-qemu-256k-compat-efi-roms	1.0.0+git-20150424.a25a16d-0ubuntu5	1259	optional	admin	PXE boot firmware - Compat EFI ROM images for qemu
ipython3	8.20.0-1	46	optional	interpreters	Enhanced interactive Python 3 shell
iso-codes	4.16.0-1	20418	optional	misc	ISO language, territory, currency, script codes and their translations
isympy-common	1.12-7	254	optional	python	Python shell for SymPy
isympy3	1.12-7	18	optional	python	Python3 shell for SymPy
iucode-tool	2.3.1-3build1	92	optional	utils	Intel processor microcode tool
javascript-common	11+nmu1	33	optional	web	Base support for JavaScript library packages
jq	1.7.1-3ubuntu0.24.04.2	113	optional	utils	lightweight and flexible command-line JSON processor
kbd	2.6.4-2ubuntu2	1300	optional	utils	Linux console font and keytable utilities
keyboard-configuration	1.226ubuntu1	804	optional	utils	system-wide keyboard preferences
keyboxd	2.4.4-2ubuntu17.4	206	optional	utils	GNU privacy guard - public key material service
klibc-utils	2.0.13-4ubuntu0.2	479	optional	libs	small utilities built with klibc for early boot
kmod	31+20240202-2ubuntu7.2	253	important	admin	tools for managing Linux kernel modules
kpartx	0.9.4-5ubuntu8.2	77	optional	admin	create device mappings for partitions
krb5-locales	1.20.1-6ubuntu2.6	104	optional	localization	internationalization support for MIT Kerberos
landscape-common	24.02-0ubuntu5.7	408	optional	admin	Landscape administration system client - Common files
language-pack-gnome-ru	1:24.04+20260127	9	optional	translations	GNOME translation updates for language Russian
language-pack-gnome-ru-base	1:24.04+20260127	10505	optional	translations	GNOME translations for language Russian
language-pack-ru	1:24.04+20260127	9	optional	translations	translation updates for language Russian
language-pack-ru-base	1:24.04+20260127	15223	optional	translations	translations for language Russian
language-selector-common	0.225	1779	optional	admin	Language selector for Ubuntu
language-selector-gnome	0.225	92	optional	admin	Language selector frontend for Ubuntu
less	590-2ubuntu2.1	309	important	text	pager program similar to more
liba52-0.7.4	0.7.4-20build1	89	optional	libs	library for decoding ATSC A/52 streams
libaa1	1.4p5-51.1	152	optional	libs	ASCII art library
libabsl20220623t64	20220623.1-3.1ubuntu3.2	1930	optional	libs	extensions to the C++ standard library
libabw-0.1-1	0.1.3-1build4	287	optional	libs	library for reading and writing AbiWord(tm) documents
libaccountsservice0	23.13.9-2ubuntu6	253	optional	libs	query and manipulate user account information - shared libraries
libacl1	2.3.2-1build1.1	74	required	libs	access control list - shared library
libadwaita-1-0	1.5.0-1ubuntu2	2440	optional	libs	Library with GTK widgets for mobile phones
libaio1t64	0.3.113-6build1.1	37	optional	libs	Linux kernel AIO access library - shared library
libalgorithm-diff-perl	1.201-1	127	optional	perl	module to find differences between files
libalgorithm-diff-xs-perl	0.04-8build3	45	optional	perl	module to find differences between files (XS accelerated)
libalgorithm-merge-perl	0.08-5	42	optional	perl	Perl module for three-way merge of textual data
libamd3	1:7.6.1+dfsg-1build1	81	optional	libs	approximate minimum degree ordering library for sparse matrices
libann0	1.1.2+doc-9build1	73	optional	libs	Approximate Nearest Neighbor Searching library
libao-common	1.2.2+20180113-1.1ubuntu4	20	optional	libs	Cross Platform Audio Output Library (Common files)
libao4	1.2.2+20180113-1.1ubuntu4	147	optional	libs	Cross Platform Audio Output Library
libaom3	3.8.2-2ubuntu0.1	5350	optional	libs	AV1 Video Codec Library
libapache2-mod-dnssd	0.6-4build3	54	optional	httpd	Zeroconf support for Apache 2 via avahi
libapparmor1	4.0.1really4.0.1-0ubuntu0.24.04.7	120	optional	libs	changehat AppArmor library
libappstream5	1.0.2-1build6	738	optional	libs	Library to access AppStream services
libapr1t64	1.7.2-3.1ubuntu0.1	283	optional	libs	Apache Portable Runtime Library
libaprutil1-dbd-sqlite3	1.6.3-1.1ubuntu7	47	optional	libs	Apache Portable Runtime Utility Library - SQLite3 Driver
libaprutil1-ldap	1.6.3-1.1ubuntu7	39	optional	libs	Apache Portable Runtime Utility Library - LDAP Driver
libaprutil1t64	1.6.3-1.1ubuntu7	278	optional	libs	Apache Portable Runtime Utility Library
libapt-pkg6.0t64	2.8.3	3249	important	libs	package management runtime library
libarchive13t64	3.7.2-2ubuntu0.7	905	optional	libs	Multi-format archive and compression library (shared library)
libargon2-1	0~20190702+dfsg-4build1	56	optional	libs	memory-hard hashing function - runtime library
libasan8	14.2.0-4ubuntu2~24.04.1	10791	optional	libs	AddressSanitizer -- a fast memory error detector
libasound2-data	1.2.11-1ubuntu0.3	197	optional	libs	Configuration files and profiles for ALSA drivers
libasound2t64	1.2.11-1ubuntu0.3	1171	optional	libs	shared library for ALSA applications
libaspell15	0.60.8.1-1build1	2132	optional	libs	GNU Aspell spell-checker runtime library
libass9	1:0.17.1-2build1	241	optional	libs	library for SSA/ASS subtitles rendering
libassuan0	2.5.6-1build1	100	important	libs	IPC library for the GnuPG components
libasyncns0	0.8-6build4	42	optional	libs	Asynchronous name service query library
libatasmart4	0.19-5build3	80	optional	libs	ATA S.M.A.R.T. reading and parsing library
libatk-adaptor	2.52.0-1build1	57	optional	misc	AT-SPI 2 toolkit bridge
libatk-bridge2.0-0t64	2.52.0-1build1	276	optional	libs	AT-SPI 2 toolkit bridge - shared library
libatk-bridge2.0-dev	2.52.0-1build1	33	optional	libdevel	Development files for the AT-SPI 2 toolkit bridge
libatk1.0-0t64	2.52.0-1build1	210	optional	libs	ATK accessibility toolkit
libatk1.0-dev	2.52.0-1build1	1356	optional	libdevel	Development files for the ATK accessibility toolkit
libatm1t64	1:2.5.1-5.1build1	113	optional	libs	shared library for ATM (Asynchronous Transfer Mode)
libatomic1	14.2.0-4ubuntu2~24.04.1	49	optional	libs	support library providing __atomic built-in functions
libatspi2.0-0t64	2.52.0-1build1	262	optional	libs	Assistive Technology Service Provider Interface - shared library
libatspi2.0-dev	2.52.0-1build1	827	optional	libdevel	Development files for the assistive technology service provider
libattr1	1:2.5.2-1build1.1	60	required	libs	extended attribute handling - shared library
libaudit-common	1:3.1.2-2.1build1.1	17	required	libs	Dynamic library for security auditing - common files
libaudit1	1:3.1.2-2.1build1.1	151	required	libs	Dynamic library for security auditing
libavahi-client3	0.8-13ubuntu6.2	116	optional	libs	Avahi client library
libavahi-common-data	0.8-13ubuntu6.2	96	optional	libs	Avahi common data files
libavahi-common3	0.8-13ubuntu6.2	97	optional	libs	Avahi common library
libavahi-core7	0.8-13ubuntu6.2	266	optional	libs	Avahi's embeddable mDNS/DNS-SD library
libavahi-glib1	0.8-13ubuntu6.2	62	optional	libs	Avahi GLib integration library
libavc1394-0	0.5.4-5build3	61	optional	libs	control IEEE 1394 audio/video devices
libavcodec60	7:6.1.1-3ubuntu5	16237	optional	libs	FFmpeg library with de/encoders for audio/video codecs - runtime files
libavdevice60	7:6.1.1-3ubuntu5	270	optional	libs	FFmpeg library for handling input and output devices - runtime files
libavfilter9	7:6.1.1-3ubuntu5	13300	optional	libs	FFmpeg library containing media filters - runtime files
libavformat60	7:6.1.1-3ubuntu5	2848	optional	libs	FFmpeg library with (de)muxers for multimedia containers - runtime files
libavutil58	7:6.1.1-3ubuntu5	1152	optional	libs	FFmpeg library with functions for simplifying programming - runtime files
libayatana-appindicator3-1	0.5.93-1build3	87	optional	libs	Ayatana Application Indicators (GTK-3+ version)
libayatana-appindicator3-dev	0.5.93-1build3	132	optional	libdevel	Ayatana Application Indicators (development files, GTK-3+ version)
libayatana-ido3-0.4-0	0.10.1-1build2	189	optional	libs	Widgets and other objects used for Ayatana Indicators
libayatana-ido3-dev	0.10.1-1build2	151	optional	libdevel	Widgets and other objects used for Ayatana Indicators - development files
libayatana-indicator3-7	0.9.4-1build1	104	optional	libs	panel indicator applet - shared library (GTK-3+ variant)
libayatana-indicator3-dev	0.9.4-1build1	51	optional	libdevel	panel indicator applet - library development files (GTK-3+)
libbabl-0.1-0	1:0.1.108-1	1797	optional	libs	Dynamic, any to any, pixel format conversion library
libbinutils	2.42-4ubuntu2.10	2350	optional	devel	GNU binary utilities (private shared library)
libblas3	3.12.0-3build1.1	689	optional	libs	Basic Linear Algebra Reference implementations, shared library
libblkid-dev	2.39.3-9ubuntu6.5	945	optional	libdevel	block device ID library - headers
libblkid1	2.39.3-9ubuntu6.5	289	required	libs	block device ID library
libblockdev-crypto3	3.1.1-1ubuntu0.1	81	optional	libs	Crypto plugin for libblockdev
libblockdev-fs3	3.1.1-1ubuntu0.1	128	optional	libs	file system plugin for libblockdev
libblockdev-loop3	3.1.1-1ubuntu0.1	39	optional	libs	Loop device plugin for libblockdev
libblockdev-mdraid3	3.1.1-1ubuntu0.1	55	optional	libs	MD RAID plugin for libblockdev
libblockdev-nvme3	3.1.1-1ubuntu0.1	69	optional	libs	NVMe plugin for libblockdev
libblockdev-part3	3.1.1-1ubuntu0.1	64	optional	libs	Partitioning plugin for libblockdev
libblockdev-swap3	3.1.1-1ubuntu0.1	44	optional	libs	Swap plugin for libblockdev
libblockdev-utils3	3.1.1-1ubuntu0.1	65	optional	libs	Utility functions for libblockdev
libblockdev3	3.1.1-1ubuntu0.1	263	optional	libs	Library for manipulating block devices
libbluetooth3	5.72-0ubuntu5.5	263	optional	libs	Library to use the BlueZ Linux Bluetooth stack
libbluray2	1:1.3.4-1build1	387	optional	libs	Blu-ray disc playback support library (shared library)
libboost-iostreams1.83.0	1.83.0-2.1ubuntu3.2	2235	optional	libs	Boost.Iostreams Library
libboost-locale1.83.0	1.83.0-2.1ubuntu3.2	2739	optional	libs	C++ facilities for localization
libboost-thread1.83.0	1.83.0-2.1ubuntu3.2	2271	optional	libs	portable C++ multi-threading
libbpf1	1:1.3.0-2build2	416	optional	libs	eBPF helper library (shared library)
libbpfcc	0.29.1+ds-1ubuntu7	2520	optional	misc	shared library for BPF Compiler Collection (BCC)
libbrasero-media3-1	3.12.3-2build4	1270	optional	libs	CD/DVD burning library for GNOME - runtime
libbrlapi0.8	6.6-4ubuntu5	145	optional	libs	braille display access via BRLTTY - shared library
libbrotli-dev	1.1.0-2build2	984	optional	libdevel	library implementing brotli encoder and decoder (development files)
libbrotli1	1.1.0-2build2	843	optional	libs	library implementing brotli encoder and decoder (shared libraries)
libbs2b0	3.1.0+dfsg-7build1	40	optional	libs	Bauer stereophonic-to-binaural DSP library
libbsd0	0.12.1-1build1.1	127	optional	libs	utility functions from BSD systems - shared library
libburn4t64	1.5.6-1.1build1	347	optional	libs	library to provide CD/DVD/BD writing functions
libbytesize-common	2.10-1ubuntu2	40	optional	libs	library for common operations with sizes in bytes - translations
libbytesize1	2.10-1ubuntu2	47	optional	libs	library for common operations with sizes in bytes
libbz2-1.0	1.0.8-5.1build0.1	95	required	libs	high-quality block-sorting file compressor library - runtime
libbz2-dev	1.0.8-5.1build0.1	98	optional	libdevel	high-quality block-sorting file compressor library - development
libc-bin	2.39-0ubuntu8.7	2183	required	libs	GNU C Library: Binaries
libc-dev-bin	2.39-0ubuntu8.7	106	optional	libdevel	GNU C Library: Development binaries
libc-devtools	2.39-0ubuntu8.7	158	optional	devel	GNU C Library: Development tools
libc6	2.39-0ubuntu8.7	13431	required	libs	GNU C Library: Shared libraries
libc6-dev	2.39-0ubuntu8.7	13112	optional	libdevel	GNU C Library: Development Libraries and Header Files
libcaca0	0.99.beta20-4ubuntu0.2	885	optional	libs	colour ASCII art library
libcacard0	1:2.8.0-3build4	108	optional	libs	Virtual Common Access Card (CAC) Emulator (runtime library)
libcairo-gobject-perl	1.005-4build3	58	optional	perl	integrate Cairo into the Glib type system in Perl
libcairo-gobject2	1.18.0-3build1	195	optional	libs	Cairo 2D vector graphics library (GObject library)
libcairo-perl	1.109-4build1	390	optional	perl	Perl interface to the Cairo graphics library
libcairo-script-interpreter2	1.18.0-3build1	200	optional	libs	Cairo 2D vector graphics library (script interpreter)
libcairo2	1.18.0-3build1	1350	optional	libs	Cairo 2D vector graphics library
libcairo2-dev	1.18.0-3build1	234	optional	libdevel	Development files for the Cairo 2D graphics library
libcairomm-1.16-1	1.18.0-1build1	239	optional	libs	C++ wrappers for Cairo (shared libraries)
libcamd3	1:7.6.1+dfsg-1build1	73	optional	libs	symmetric approximate minimum degree library for sparse matrices
libcamel-1.2-64t64	3.52.3-0ubuntu1.2	1547	optional	libs	Evolution MIME message handling library
libcanberra-gtk3-0t64	0.30-10ubuntu10	40	optional	libs	GTK+ 3.0 helper for playing widget event sounds with libcanberra
libcanberra-pulse	0.30-10ubuntu10	42	optional	libs	PulseAudio backend for libcanberra
libcanberra0t64	0.30-10ubuntu10	120	optional	libs	simple abstract interface for playing event sounds
libcap-ng0	0.8.4-2build2	60	required	libs	alternate POSIX capabilities library
libcap2	1:2.66-5ubuntu2.4	98	optional	libs	POSIX 1003.1e capabilities (library)
libcap2-bin	1:2.66-5ubuntu2.4	136	important	utils	POSIX 1003.1e capabilities (utilities)
libcbor0.10	0.10.2-1.2ubuntu2	86	optional	libs	library for parsing and generating CBOR (RFC 7049)
libcc1-0	14.2.0-4ubuntu2~24.04.1	148	optional	libs	GCC cc1 plugin for GDB
libccolamd3	1:7.6.1+dfsg-1build1	77	optional	libs	constrained column approximate library for sparse matrices
libcdio-cdda2t64	10.2+2.0.1-1.1build2	55	optional	libs	library to read and control digital audio CDs
libcdio-paranoia2t64	10.2+2.0.1-1.1build2	54	optional	libs	library to read digital audio CDs with error correction
libcdio19t64	2.1.0-4.1ubuntu1.2	181	optional	libs	library to read and control CD-ROM
libcdparanoia0	3.10.2+debian-14build3	130	optional	libs	audio extraction tool for sampling CDs (library)
libcdt5	2.42.2-9ubuntu0.1	65	optional	libs	rich set of graph drawing tools - cdt library
libcgraph6	2.42.2-9ubuntu0.1	122	optional	libs	rich set of graph drawing tools - cgraph library
libchamplain-0.12-0	0.12.21-1build3	320	optional	libs	C library providing ClutterActor to display maps
libchamplain-gtk-0.12-0	0.12.21-1build3	34	optional	libs	Gtk+ widget to display maps
libcholmod5	1:7.6.1+dfsg-1build1	1857	optional	libs	sparse Cholesky factorization library for sparse matrices
libchromaprint1	1.5.1-5	80	optional	libs	audio fingerprint library
libcjson1	1.7.17-1	82	optional	libs	Ultralightweight JSON parser in ANSI C
libclang-cpp18	1:18.1.3-1ubuntu1	63335	optional	libs	C++ interface to the Clang library
libclang1-18	1:18.1.3-1ubuntu1	33827	optional	libs	C interface to the Clang library
libclucene-contribs1t64	2.3.3.4+dfsg-1.2ubuntu2	400	optional	libs	language specific text analyzers (runtime)
libclucene-core1t64	2.3.3.4+dfsg-1.2ubuntu2	1958	optional	libs	core library for full-featured text search engine (runtime)
libclutter-1.0-0	1.26.4+git2779b932+dfsg-7build3	1591	optional	libs	Open GL based interactive canvas library
libclutter-gtk-1.0-0	1.8.4-4build5	90	optional	libs	Open GL based interactive canvas library GTK+ widget
libcmark0.30.2	0.30.2-6build1	334	optional	libs	CommonMark parsing and rendering library
libcodec2-1.2	1.2.0-2build1	16462	optional	libs	Codec2 runtime library
libcogl-pango20	1.22.8-4ubuntu4	66	optional	libs	Object oriented GL/GLES Abstraction/Utility Layer
libcogl-path20	1.22.8-4ubuntu4	100	optional	libs	Object oriented GL/GLES Abstraction/Utility Layer
libcogl20	1.22.8-4ubuntu4	868	optional	libs	Object oriented GL/GLES Abstraction/Utility Layer
libcolamd3	1:7.6.1+dfsg-1build1	65	optional	libs	column approximate minimum degree ordering library for sparse matrices
libcolord-gtk4-1t64	0.3.1-1build2	70	optional	libs	GTK4 convenience library for interacting with colord
libcolord2	1.4.7-1build2	601	optional	libs	system service to manage device colour profiles -- runtime
libcolorhug2	1.4.7-1build2	131	optional	libs	library to access the ColorHug colourimeter -- runtime
libcom-err2	1.47.0-2.4~exp1ubuntu4.1	57	required	libs	common error description library
libcrack2	2.9.6-5.1build2	144	optional	libs	pro-active password checker library
libcrypt-dev	1:4.4.36-4build1	344	optional	libdevel	libcrypt development files
libcrypt1	1:4.4.36-4build1	226	required	libs	libcrypt shared library
libcryptsetup12	2:2.7.0-1ubuntu4.2	623	optional	libs	disk encryption support - shared library
libctf-nobfd0	2.42-4ubuntu2.10	308	optional	devel	Compact C Type Format library (runtime, no BFD dependency)
libctf0	2.42-4ubuntu2.10	232	optional	devel	Compact C Type Format library (runtime, BFD dependency)
libcue2	2.2.1-4.1build1	57	optional	libs	CUE Sheet Parser Library
libcups2t64	2.4.7-1.2ubuntu7.14	701	optional	libs	Common UNIX Printing System(tm) - Core library
libcurl3t64-gnutls	8.5.0-2ubuntu10.11	907	optional	libs	easy-to-use client-side URL transfer library (GnuTLS flavour)
libcurl4t64	8.5.0-2ubuntu10.11	926	optional	libs	easy-to-use client-side URL transfer library (OpenSSL flavour)
libdaemon0	0.14-7.1ubuntu4	47	optional	libs	lightweight C library for daemons - runtime library
libdatrie-dev	0.2.13-3build1	81	optional	libdevel	Development files for double-array trie library
libdatrie1	0.2.13-3build1	54	optional	libs	Double-array trie library
libdav1d7	1.4.1-1build1	1702	optional	libs	fast and small AV1 video stream decoder (shared library)
libdaxctl1	77-2ubuntu2	69	optional	libs	Utility library for managing the device DAX subsystem
libdb5.3t64	5.3.28+dfsg2-7	1761	optional	libs	Berkeley v5.3 Database Libraries [runtime]
libdbus-1-3	1.14.10-4ubuntu4.1	442	optional	libs	simple interprocess messaging system (library)
libdbus-1-dev	1.14.10-4ubuntu4.1	983	optional	libdevel	simple interprocess messaging system (development headers)
libdbus-glib-1-2	0.112-3build2	203	optional	oldlibs	deprecated library for D-Bus IPC
libdbusmenu-glib-dev	18.10.20180917~bzr492+repack1-3.1ubuntu5	496	optional	libdevel	library for passing menus over DBus - development files
libdbusmenu-glib4	18.10.20180917~bzr492+repack1-3.1ubuntu5	132	optional	libs	library for passing menus over DBus
libdbusmenu-gtk3-4	18.10.20180917~bzr492+repack1-3.1ubuntu5	102	optional	libs	library for passing menus over DBus - GTK-3+ version
libdc1394-25	2.2.6-4build1	251	optional	libs	high level programming interface for IEEE 1394 digital cameras
libdconf1	0.40.0-4ubuntu0.1	102	optional	libs	simple configuration storage system - runtime library
libde265-0	1.0.15-1build3	375	optional	libs	Open H.265 video codec implementation
libdebconfclient0	0.271ubuntu3	38	required	libs	Debian Configuration Management System (C-implementation library)
libdecor-0-0	0.2.2-1build2	58	optional	libs	client-side window decoration library
libdee-1.0-4	1.2.7+17.10.20170616-7build5	293	optional	libs	Model to synchronize multiple instances over DBus - shared lib
libdeflate-dev	1.19-1build1.1	137	optional	libdevel	headers for whole-buffer compression and decompression library
libdeflate0	1.19-1build1.1	90	optional	libs	fast, whole-buffer DEFLATE-based compression and decompression
libdevmapper-event1.02.1	2:1.02.185-3ubuntu3.2	56	optional	libs	Linux Kernel Device Mapper event support library
libdevmapper1.02.1	2:1.02.185-3ubuntu3.2	472	optional	libs	Linux Kernel Device Mapper userspace library
libdotconf0	1.3-0.3fakesync1build3	48	optional	libs	Configuration file parser library - runtime files
libdpkg-perl	1.22.6ubuntu6.6	1612	optional	perl	Dpkg perl modules
libdrm-amdgpu1	2.4.125-1ubuntu0.1~24.04.2	81	optional	libs	Userspace interface to amdgpu-specific kernel DRM services -- runtime
libdrm-common	2.4.125-1ubuntu0.1~24.04.2	49	optional	libs	Userspace interface to kernel DRM services -- common files
libdrm-intel1	2.4.125-1ubuntu0.1~24.04.2	174	optional	libs	Userspace interface to intel-specific kernel DRM services -- runtime
libdrm2	2.4.125-1ubuntu0.1~24.04.2	128	optional	libs	Userspace interface to kernel DRM services -- runtime
libduktape207	2.7.0+tests-0ubuntu3	324	optional	libs	embeddable Javascript engine, library
libdv4t64	1.0.0-17.1build1	160	optional	libs	software library for DV format digital video (runtime lib)
libdvdnav4	6.1.1-3build1	115	optional	libs	DVD navigation library
libdvdread8t64	6.1.3-1.1build1	154	optional	libs	library for reading DVDs
libdw1t64	0.190-1.1ubuntu0.1	766	optional	libs	library that provides access to the DWARF debug information
libe-book-0.1-1	0.1.3-2build6	465	optional	libs	library for reading and converting various  e-book formats
libeatmydata1	131-1ubuntu1	35	optional	libs	Library and utilities designed to disable fsync and friends - shared library
libebackend-1.2-11t64	3.52.3-0ubuntu1.2	392	optional	libs	Utility library for evolution data servers
libebook-1.2-21t64	3.52.3-0ubuntu1.2	373	optional	libs	Client library for evolution address books
libebook-contacts-1.2-4t64	3.52.3-0ubuntu1.2	222	optional	libs	Client library for evolution contacts books
libecal-2.0-3	3.52.3-0ubuntu1.2	621	optional	libs	Client library for evolution calendars
libedata-book-1.2-27t64	3.52.3-0ubuntu1.2	900	optional	libs	Backend library for evolution address books
libedata-cal-2.0-2t64	3.52.3-0ubuntu1.2	494	optional	libs	Backend library for evolution calendars
libedataserver-1.2-27t64	3.52.3-0ubuntu1.2	1003	optional	libs	Utility library for evolution data servers
libedataserverui-1.2-4t64	3.52.3-0ubuntu1.2	263	optional	libs	Utility library for evolution data servers
libedit2	3.1-20230828-1build1	258	optional	libs	BSD editline and history libraries
libeditorconfig0	0.12.7-0.1ubuntu0.1	49	optional	libs	coding style indenter across editors - library
libefiboot1t64	38-3.1build1	118	optional	libs	Library to manage UEFI variables
libefivar1t64	38-3.1build1	214	optional	libs	Library to manage UEFI variables
libegl-dev	1.7.0-1build1	118	optional	libs	Vendor neutral GL dispatch library -- EGL development files
libegl-mesa0	25.2.8-0ubuntu0.24.04.2	391	optional	libs	free implementation of the EGL API -- Mesa vendor library
libegl1	1.7.0-1build1	99	optional	libs	Vendor neutral GL dispatch library -- EGL support
libegl1-mesa-dev	25.2.8-0ubuntu0.24.04.2	69	optional	libdevel	free implementation of the EGL API -- development files
libeis1	1.2.1-1	123	optional	libs	Emulated Input server library
libelf1t64	0.190-1.1ubuntu0.1	204	optional	libs	library to read and write ELF files
libenchant-2-2	2.3.3-2build2	182	optional	libs	Wrapper library for various spell checker engines (runtime libs)
libeot0	0.01-5build3	82	optional	libs	Library for parsing/converting Embedded OpenType files
libepoxy-dev	1.5.10-1build1	1648	optional	libdevel	OpenGL function pointer management library- development
libepoxy0	1.5.10-1build1	1307	optional	libs	OpenGL function pointer management library
libepubgen-0.1-1	0.1.1-1ubuntu6	384	optional	libs	EPUB generator library
liberror-perl	0.17029-2	69	optional	perl	Perl module for error/exception handling in an OO-ish way
libestr0	0.1.11-1build1	33	optional	libs	Helper functions for handling strings (lib)
libetonyek-0.1-1	0.1.10-5build1	2426	optional	libs	library for reading and converting Apple Keynote presentations
libevdev2	1.13.1+dfsg-1build1	138	optional	libs	wrapper library for evdev devices
libevent-2.1-7t64	2.1.12-stable-9ubuntu2	379	optional	libs	Asynchronous event notification library
libevent-core-2.1-7t64	2.1.12-stable-9ubuntu2	258	optional	libs	Asynchronous event notification library (core)
libevolution	3.52.3-0ubuntu1.1	9946	optional	libs	evolution libraries
libexempi8	2.6.5-1build1	1392	optional	libs	library to parse XMP metadata (Library)
libexif12	0.6.24-1ubuntu0.24.04.1	380	optional	libs	library to parse EXIF files
libexiv2-27	0.27.6-1ubuntu0.3	3052	optional	libs	EXIF/IPTC/XMP metadata manipulation library
libexpat1	2.6.1-2ubuntu0.4	388	optional	libs	XML parsing C library - runtime library
libexpat1-dev	2.6.1-2ubuntu0.4	833	optional	libdevel	XML parsing C library - development kit
libext2fs2t64	1.47.0-2.4~exp1ubuntu4.1	538	required	libs	ext2/ext3/ext4 file system libraries
libexttextcat-2.0-0	3.4.7-1build1	44	optional	libs	Language detection library
libexttextcat-data	3.4.7-1build1	538	optional	text	Language detection library - data files
libextutils-depends-perl	0.8001-2	36	optional	perl	Perl module for building extensions that depend on other extensions
libfakeroot	1.33-1	152	optional	utils	tool for simulating superuser privileges - shared libraries
libfastjson4	1.2304.0-1build1	69	optional	libs	fast json library for C
libfdisk1	2.39.3-9ubuntu6.5	406	optional	libs	fdisk partitioning library
libfdt1	1.7.0-2build1	58	optional	libs	Flat Device Trees manipulation library
libffi-dev	3.4.6-1build1	323	optional	libdevel	Foreign Function Interface library (development files)
libffi8	3.4.6-1build1	72	important	libs	Foreign Function Interface library runtime
libfftw3-double3	3.3.10-1ubuntu3	2282	optional	libs	Library for computing Fast Fourier Transforms - Double precision
libfido2-1	1.14.0-1build3	242	optional	libs	library for generating and verifying FIDO 2.0 objects
libfile-fcntllock-perl	0.22-4ubuntu5	126	optional	perl	Perl module for file locking with fcntl(2)
libflac12t64	1.4.3+ds-2.1ubuntu2	440	optional	libs	Free Lossless Audio Codec - runtime C library
libflashrom1	1.3.0-2.1ubuntu2	1018	optional	libs	Identify, read, write, erase, and verify BIOS/ROM/flash chips - library
libflite1	2.2-6build3	27522	optional	libs	Small run-time speech synthesis engine - shared libraries
libfontconfig-dev	2.15.0-1.1ubuntu2	598	optional	libdevel	generic font configuration library - development
libfontconfig1	2.15.0-1.1ubuntu2	345	optional	libs	generic font configuration library - runtime
libfontconfig1-dev	2.15.0-1.1ubuntu2	13	optional	oldlibs	generic font configuration library - dummy package
libfontenc1	1:1.1.8-1build1	52	optional	libs	X11 font encoding library
libfreeaptx0	0.1.1-2build1	43	optional	libs	Free implementation of aptX
libfreetype-dev	2.13.2+dfsg-1ubuntu0.1	2066	optional	libdevel	FreeType 2 font engine, development files
libfreetype6	2.13.2+dfsg-1ubuntu0.1	875	optional	libs	FreeType 2 font engine, shared library files
